name_key,full_name,birth_date,espn_id
brandonbolden,Brandon Bolden,1990-01-26,15478.0
brandondillon,Brandon Dillon,1997-04-30,4411192.0
brandonshell,Brandon Shell,1992-02-06,
brandonwilson,Brandon Wilson,1994-07-27,2982632.0
brandonwright,Brandon Wright,1997-02-08,
bravvionroy,Bravvion Roy,1996-10-18,4035407.0
breonborders,Breon Borders,1995-07-22,3048663.0
breshadperriman,Breshad Perriman,1993-09-10,2972460.0
brettmaher,Brett Maher,1989-11-21,16486.0
brianhill,Brian Hill,1995-11-09,3125403.0
brianhoyer,Brian Hoyer,1985-10-13,12477.0
bruceirvin,Bruce Irvin,1987-11-01,14946.0
bryanmone,Bryan Mone,1995-10-20,3115979.0
brycenhopkins,Brycen Hopkins,1997-03-27,3918003.0
cjcoldon,C.J. Coldon,1998-09-03,
cjsaunders,C.J. Saunders,1996-09-15,
cadejohnson,Cade Johnson,1998-04-10,4031033.0
cambrown,Cam Brown,1998-04-01,4045165.0
camsample,Cam Sample,1999-09-20,4243923.0
camaroncheeseman,Camaron Cheeseman,1998-04-26,
cameronlewis,Cameron Lewis,1997-04-13,3916577.0
carsontinker,Carson Tinker,1989-11-15,
cedwilson,Ced Wilson,1995-11-20,4036335.0
cedricogbuehi,Cedric Ogbuehi,1992-04-25,
chandlerjones,Chandler Jones,1990-02-27,14927.0
chandonsullivan,Chandon Sullivan,1996-08-07,3124849.0
charlesleno,Charles Leno,1991-10-09,
charlestonrambo,Charleston Rambo,1999-08-10,
chasewinovich,Chase Winovich,1995-04-19,3115974.0
chaunceygardnerjohnson,Chauncey Gardner-Johnson,1997-12-20,4034953.0
chigoziemokonkwo,Chigoziem Okonkwo,1999-09-08,4360635.0
chrisclaybrooks,Chris Claybrooks,1997-07-17,4371737.0
chrislacy,Chris Lacy,1996-01-28,3122430.0
chrispierce,Chris Pierce,1998-11-02,
chrisslayton,Chris Slayton,1996-08-06,3124015.0
christiancovington,Christian Covington,1993-10-16,2580666.0
christiandilauro,Christian DiLauro,1994-11-11,
christopherbrooks,Christopher Brooks,2000-01-11,
christopherhubbard,Christopher Hubbard,1991-04-23,
christophersmith,Christopher Smith,2000-05-01,
clayjohnston,Clay Johnston,1996-08-08,3928928.0
codydavis,Cody Davis,1989-06-06,16286.0
colbygossett,Colby Gossett,1995-06-23,
colebeasley,Cole Beasley,1989-04-26,15349.0
colinthompson,Colin Thompson,1993-12-15,2980120.0
coltmccoy,Colt McCoy,1986-09-05,13199.0
coreyclement,Corey Clement,1994-11-02,3045260.0
coreydavis,Corey Davis,1995-01-11,3042778.0
cortezbroughton,Cortez Broughton,1996-09-02,3139036.0
corylittleton,Cory Littleton,1993-11-18,2978304.0
curtisbrooks,Curtis Brooks,1998-02-06,4037474.0
curtishodges,Curtis Hodges,1999-07-03,
dangelomandell,D'Angelo Mandell,1998-12-27,
djfluker,D.J. Fluker,1991-03-13,
djscaife,DJ Scaife,2000-02-17,
dallinleavitt,Dallin Leavitt,1994-08-08,3053801.0
damienharris,Damien Harris,1997-02-11,3925347.0
damienwilliams,Damien Williams,1992-04-03,17359.0
danielhelm,Daniel Helm,1995-04-20,3115359.0
danielsorensen,Daniel Sorensen,1990-03-05,17259.0
danielwise,Daniel Wise,1996-01-16,3133368.0
dannyjohnson,Danny Johnson,1995-11-17,3141066.0
dannyshelton,Danny Shelton,1993-08-20,2578384.0
dariusphillips,Darius Phillips,1995-06-26,3042785.0
darrelwilliams,Darrel Williams,1995-04-15,3115375.0
darrelldaniels,Darrell Daniels,1994-11-22,3052166.0
darrellhenderson,Darrell Henderson,1997-08-19,4039359.0
darriusshepherd,Darrius Shepherd,1995-11-01,3120588.0
darwinthompson,Darwin Thompson,1997-02-12,4361606.0
davidbakhtiari,David Bakhtiari,1991-09-30,
davidblough,David Blough,1995-07-31,3116188.0
davidebukaagoha,David Ebuka Agoha,2001-05-18,
davidmayo,David Mayo,1993-08-18,2972400.0
davidmoa,David Moa,1996-06-14,3127587.0
daviontaylor,Davion Taylor,1998-08-05,4360645.0
dawsondeaton,Dawson Deaton,1999-05-06,
daxhill,Dax Hill,2000-09-29,
dejonharris,De'Jon Harris,1997-11-01,4035577.0
deandrehoustoncarson,DeAndre Houston-Carson,1993-04-13,2566034.0
demarquisgates,DeMarquis Gates,1996-03-07,3128747.0
deanmarlowe,Dean Marlowe,1992-07-25,2519038.0
delontaescott,Delontae Scott,1997-01-21,
denniskelly,Dennis Kelly,1990-01-16,
deontebrown,Deonte Brown,1998-01-15,
derekparish,Derek Parish,1999-01-04,
derekwright,Derek Wright,1998-08-13,
derrekpitts,Derrek Pitts,1998-08-08,
derrickgore,Derrick Gore,1994-12-13,3925346.0
derrickkelly,Derrick Kelly,1995-08-23,
devinasiasi,Devin Asiasi,1997-08-14,4046522.0
devinmccourty,Devin McCourty,1987-08-13,13236.0
devinross,Devin Ross,1995-08-12,3052122.0
devineozigbo,Devine Ozigbo,1996-10-02,3699935.0
devonallen,Devon Allen,1994-12-12,
dezmonpatmon,Dezmon Patmon,1998-08-06,4054085.0
dongardner,Don Gardner,1997-12-09,
donovansmith,Donovan Smith,1993-06-23,
dontaydemus,Dontay Demus,2000-09-26,
dougcostin,Doug Costin,1997-10-05,4038987.0
drewforbes,Drew Forbes,1997-01-18,
drewplitt,Drew Plitt,1998-01-09,
drewwhite,Drew White,1998-09-15,
duanebrown,Duane Brown,1985-08-30,
duronharmon,Duron Harmon,1991-01-24,15842.0
dwaynewashington,Dwayne Washington,1994-04-24,3002265.0
dylancole,Dylan Cole,1994-05-19,2986109.0
enobenjamin,Eno Benjamin,1999-04-13,4242873.0
ethangreenidge,Ethan Greenidge,1997-09-10,
folorunsofatukasi,Folorunso Fatukasi,1995-03-04,3045172.0
forrestmerrill,Forrest Merrill,1996-08-15,
foyesadeoluokun,Foyesade Oluokun,1995-08-02,3050073.0
frankclark,Frank Clark,1993-06-14,2576242.0
frankdarby,Frank Darby,1997-09-08,4047836.0
gabejackson,Gabe Jackson,1991-07-12,
garrettmcghin,Garrett McGhin,1994-10-13,
garyjennings,Gary Jennings,1997-03-07,3916071.0
gavinheslop,Gavin Heslop,1997-11-13,3912347.0
gerriddoaks,Gerrid Doaks,1998-06-09,
godwinigwebuike,Godwin Igwebuike,1994-09-10,3045238.0
gregbell,Greg Bell,1998-06-16,
gregeiland,Greg Eiland,1998-02-01,
gregmabin,Greg Mabin,1994-06-25,2979515.0
gregmancz,Greg Mancz,1992-04-23,
gregsenat,Greg Senat,1994-09-08,
gregward,Greg Ward,1995-07-12,3040035.0
gregoryrousseau,Gregory Rousseau,2000-04-05,4362506.0
haggaichisomndubuisi,Haggai Chisom Ndubuisi,2000-10-15,
halapoulivaativaitai,Halapoulivaati Vaitai,1993-06-16,
hamilcarrashed,Hamilcar Rashed,1998-01-02,
hamsahnasirildeen,Hamsah Nasirildeen,1999-01-17,4240030.0
hassanridgeway,Hassan Ridgeway,1994-11-02,2971725.0
haydenhowerton,Hayden Howerton,1999-02-11,
henryanderson,Henry Anderson,1991-08-03,2517752.0
henrymondeaux,Henry Mondeaux,1995-09-19,3122690.0
herbmiller,Herb Miller,1997-11-11,3919107.0
holtonahlers,Holton Ahlers,1999-11-10,
hronissgrasu,Hroniss Grasu,1991-08-12,
ifeadiodenigbo,Ifeadi Odenigbo,1994-04-08,2974353.0
ikennaenechukwu,Ikenna Enechukwu,2000-01-24,
innisgaines,Innis Gaines,1998-08-29,
iosuaopeta,Iosua Opeta,1996-08-15,
isaacdarkangelo,Isaac Darkangelo,2000-04-26,
isaacrochell,Isaac Rochell,1995-04-22,3052894.0
isaactaylorstuart,Isaac Taylor-Stuart,1999-10-25,
isaiahcoulter,Isaiah Coulter,1998-09-18,4248504.0
isaiahford,Isaiah Ford,1996-02-09,3124069.0
isaiahmoore,Isaiah Moore,1999-10-06,
isaiahzuber,Isaiah Zuber,1997-04-15,3916129.0
isiahbrown,Isiah Brown,1998-04-25,
jchassenauer,J.C. Hassenauer,1995-09-15,
jcjackson,J.C. Jackson,1995-11-17,3121649.0
jjarcegawhiteside,J.J. Arcega-Whiteside,1996-12-31,3931397.0
jjkoski,J.J. Koski,1996-12-27,3910287.0
jpholtz,J.P. Holtz,1993-08-28,2970262.0
jabarizuniga,Jabari Zuniga,1997-08-14,3915123.0
jabrilcox,Jabril Cox,1998-04-16,4040940.0
jacesternberger,Jace Sternberger,1996-06-26,3917962.0
jacewhittaker,Jace Whittaker,1995-07-16,3821572.0
jacobeason,Jacob Eason,1997-11-17,4035003.0
jacobifrancis,Jacobi Francis,1998-09-06,
jacquespatrick,Jacques Patrick,1997-01-07,3693033.0
jakebargas,Jake Bargas,1996-11-28,
jakegervase,Jake Gervase,1995-09-18,3144988.0
jakehummel,Jake Hummel,1999-01-04,
jakemartin,Jake Martin,1995-12-11,3138764.0
jaleeljohnson,Jaleel Johnson,1994-07-12,2979523.0
jalenhurd,Jalen Hurd,1996-01-23,3115328.0
jamalperry,Jamal Perry,1994-10-23,3892777.0
jamesempey,James Empey,1996-10-27,
jamesferentz,James Ferentz,1989-06-05,
jamesmccourt,James McCourt,1997-11-09,
jamesmurray,James Murray,1995-05-05,
jamestunstall,James Tunstall,1999-10-29,
jameswashington,James Washington,1996-04-02,3122449.0
jaquanjohnson,Jaquan Johnson,1995-11-06,3672862.0
jaredmayden,Jared Mayden,1998-06-24,4040975.0
jaredpinkney,Jared Pinkney,1997-08-21,3915772.0
jaredveldheer,Jared Veldheer,1987-06-14,
jarraddavis,Jarrad Davis,1994-11-16,3054951.0
jartaviusmartin,Jartavius Martin,2000-04-17,
jasoncabinda,Jason Cabinda,1996-03-17,3116158.0
jasonhuntley,Jason Huntley,1998-04-20,4040790.0
jasonverrett,Jason Verrett,1991-06-18,16726.0
javonwims,Javon Wims,1994-09-11,4035019.0
jaydonmickens,Jaydon Mickens,1994-04-21,2978308.0
jayronkearse,Jayron Kearse,1994-02-11,3045130.0
jefferywilson,Jeffery Wilson,1995-11-16,3122976.0
jeremylucien,Jeremy Lucien,2000-05-12,
jerickmckinnon,Jerick McKinnon,1992-05-03,16782.0
jerryjacobs,Jerry Jacobs,1997-09-26,4373578.0
jessejames,Jesse James,1994-06-04,2979590.0
jimmygraham,Jimmy Graham,1986-11-24,13232.0
jimmymoreland,Jimmy Moreland,1995-08-26,3120508.0
jodyfortson,Jody Fortson,1995-12-07,4408854.0
joefortson,Joe Fortson,1995-12-07,4408854.0
joereed,Joe Reed,1998-01-04,4037591.0
joetryon,Joe Tryon,1999-04-30,4243333.0
joeyhunt,Joey Hunt,1994-02-22,
johnhightower,John Hightower,1996-05-31,4373673.0
johnmolchon,John Molchon,1997-02-02,
johnpenisini,John Penisini,1997-05-31,4243257.0
johnsamuelshenker,John Samuel Shenker,1998-09-02,
jonathanledbetter,Jonathan Ledbetter,1997-09-12,3728308.0
jonathanweeks,Jonathan Weeks,1986-02-17,
jonathanwilliams,Jonathan Williams,1994-02-02,2980077.0
jonotthanharrison,Jonotthan Harrison,1991-08-25,
jordanroos,Jordan Roos,1993-07-06,
jordantaamu,Jordan Ta'amu,1997-12-10,4242418.0
jordanthomas,Jordan Thomas,1996-08-02,4035379.0
jordanwilkins,Jordan Wilkins,1994-07-18,3051891.0
jordanwillis,Jordan Willis,1995-05-02,3052434.0
josephjones,Joseph Jones,1994-02-21,2974344.0
josephnoteboom,Joseph Noteboom,1995-06-19,
joshhammond,Josh Hammond,1998-07-24,
joshnorman,Josh Norman,1987-12-15,15124.0
joshpaschal,Josh Paschal,1999-12-17,4259994.0
joshthomas,Josh Thomas,1996-11-19,3917159.0
joshuche,Josh Uche,1998-09-18,4046528.0
joshwells,Josh Wells,1991-02-14,
joshuakalu,Joshua Kalu,1995-08-28,3116105.0
jovantemoffatt,Jovante Moffatt,1996-12-25,3914450.0
jujuhughes,Juju Hughes,1998-07-19,4040901.0
juliojones,Julio Jones,1989-02-08,13982.0
justinbethel,Justin Bethel,1990-06-17,15089.0
justinellis,Justin Ellis,1990-12-27,16857.0
justinevans,Justin Evans,1995-08-26,3895859.0
justinhouston,Justin Houston,1989-01-21,14048.0
justinjackson,Justin Jackson,1996-04-22,3116136.0
justinmadubuike,Justin Madubuike,1997-11-17,4035245.0
justinmccray,Justin McCray,1992-05-31,
justinpugh,Justin Pugh,1990-08-15,
justinshaffer,Justin Shaffer,1998-06-20,
juwangreen,Juwan Green,1998-07-01,
kwaunwilliams,K'Waun Williams,1991-07-12,17444.0
kadensmith,Kaden Smith,1997-04-24,4044452.0
keanuneal,Keanu Neal,1995-07-26,3054962.0
keeseanjohnson,KeeSean Johnson,1996-10-09,3124537.0
keelancole,Keelan Cole,1993-04-20,3071572.0
keelandoss,Keelan Doss,1996-03-21,3120980.0
keilahnharris,Keilahn Harris,2001-01-08,
keithsmith,Keith Smith,1992-04-08,17315.0
kekecoutee,Keke Coutee,1997-01-14,3915823.0
kellenmond,Kellen Mond,1999-06-22,4240904.0
kemokoturay,Kemoko Turay,1995-07-11,3047512.0
kendallblanton,Kendall Blanton,1995-11-10,3122103.0
kendallhinton,Kendall Hinton,1997-02-19,3700815.0
kennyrobinson,Kenny Robinson,1999-01-08,4241889.0
kenyandrake,Kenyan Drake,1994-01-26,2979843.0
kerryhyder,Kerry Hyder,1991-05-02,17068.0
kevintoliver,Kevin Toliver,1995-11-24,3843234.0
kirkmerritt,Kirk Merritt,1997-01-05,3915145.0
kobesmith,Kobe Smith,1998-06-23,4038840.0
kodyrussey,Kody Russey,1998-05-14,
kylefuller,Kyle Fuller,1994-03-04,
kylephillips,Kyle Phillips,1997-05-05,3886528.0
latrellbumphus,LaTrell Bumphus,1999-09-30,
ladariushamilton,Ladarius Hamilton,1998-01-18,4039075.0
larryrountree,Larry Rountree,1999-02-13,4241205.0
lataviusmurray,Latavius Murray,1990-01-18,15920.0
laverthill,Lavert Hill,1998-10-03,
leightonvanderesch,Leighton Vander Esch,1996-02-08,3138677.0
leonardfournette,Leonard Fournette,1995-01-18,3115364.0
loganryan,Logan Ryan,1991-02-09,15861.0
loganstenberg,Logan Stenberg,1997-03-18,
lorenzoburns,Lorenzo Burns,1997-10-10,
lynnbowden,Lynn Bowden,1997-10-14,4259979.0
maalikhall,Maalik Hall,1999-02-04,
maconclark,Macon Clark,1999-07-21,
madreharper,Madre Harper,1997-10-13,4038440.0
malikflowers,Malik Flowers,1999-06-23,
malikjefferson,Malik Jefferson,1996-11-15,3821576.0
malikreed,Malik Reed,1996-08-05,3124634.0
mannyjones,Manny Jones,1999-06-06,
marcellateman,Marcell Ateman,1994-09-16,3046320.0
marcellharris,Marcell Harris,1994-06-09,3043110.0
marcuskemp,Marcus Kemp,1995-08-14,3046399.0
marcuspeters,Marcus Peters,1993-01-09,2578378.0
markmilton,Mark Milton,1999-09-14,
markwebb,Mark Webb,1998-09-10,4259570.0
marlonmack,Marlon Mack,1996-03-07,3139605.0
marquisecopeland,Marquise Copeland,1997-05-09,3914150.0
marquisegoodwin,Marquise Goodwin,1990-11-19,15839.0
marvelltell,Marvell Tell,1996-08-02,3912544.0
marvinjones,Marvin Jones,1990-03-12,15072.0
masoncole,Mason Cole,1996-03-28,
masoncrosby,Mason Crosby,1984-09-03,10636.0
masonschreck,Mason Schreck,1993-11-04,2972331.0
mattammendola,Matt Ammendola,1996-12-11,3919602.0
mattbarkley,Matt Barkley,1990-09-08,15948.0
mattbushman,Matt Bushman,1995-11-03,
mattfeiler,Matt Feiler,1992-07-07,
matthembrough,Matt Hembrough,1999-05-17,
mattjudon,Matt Judon,1992-08-15,3961466.0
mattkaskey,Matt Kaskey,1997-03-17,
mattorzech,Matt Orzech,1995-04-12,4422336.0
mattskura,Matt Skura,1993-02-17,
mattslater,Matt Slater,1985-09-09,11387.0
matthewgotel,Matthew Gotel,1999-01-02,
matthiasfarley,Matthias Farley,1992-07-15,2579840.0
maxgarcia,Max Garcia,1991-11-09,
melvingordon,Melvin Gordon,1993-04-13,2576434.0
melviningram,Melvin Ingram,1989-04-26,14926.0
michaelbadgley,Michael Badgley,1995-07-28,3123052.0
michaeldogbe,Michael Dogbe,1996-05-05,3138765.0
michaeljackson,Michael Jackson,1997-01-10,3917853.0
michaeljacquet,Michael Jacquet,1997-01-29,3917576.0
michaeljordan,Michael Jordan,1998-01-25,
michaelonwenu,Michael Onwenu,1997-12-10,
michaelschofield,Michael Schofield,1990-11-15,
michaelthomas,Michael Thomas,1993-03-03,2976316.0
mikepurcell,Mike Purcell,1991-04-20,16377.0
myjaisanders,Myjai Sanders,1998-07-12,4360080.0
mylesdorn,Myles Dorn,1998-06-25,4037511.0
myleshartsfield,Myles Hartsfield,1997-08-05,4035290.0
mylesjack,Myles Jack,1995-09-03,3047566.0
natehairston,Nate Hairston,1994-06-30,2976259.0
natemeadors,Nate Meadors,1997-02-13,3886327.0
nathangilliam,Nathan Gilliam,1997-07-06,
nathanieldell,Nathaniel Dell,1999-10-29,
nevelleclarke,Nevelle Clarke,1996-11-16,
nicholaswilliams,Nicholas Williams,1990-02-21,15882.0
nickbowers,Nick Bowers,1996-05-26,3929633.0
nickkwiatkoski,Nick Kwiatkoski,1993-05-26,2581818.0
noahelliss,Noah Elliss,1999-03-31,
noahgindorff,Noah Gindorff,1999-02-12,
noahtogiai,Noah Togiai,1997-07-06,3930298.0
nolanlaufenberg,Nolan Laufenberg,1999-03-25,
ogbonniaokoronkwo,Ogbonnia Okoronkwo,1995-04-24,3052667.0
olivesagapolu,Olive Sagapolu,1997-02-16,
olusegunoluwatimi,Olusegun Oluwatimi,1999-08-05,
patelflein,Pat Elflein,1994-07-06,
patricklaird,Patrick Laird,1995-08-17,3127211.0
patrickpeterson,Patrick Peterson,1990-07-11,13980.0
patricksurtain,Patrick Surtain,2000-04-14,4372012.0
pennyhart,Penny Hart,1996-07-05,3917546.0
philhaynes,Phil Haynes,1995-10-19,
phillipwalker,Phillip Walker,1995-02-26,3051308.0
pitataumoepenu,Pita Taumoepenu,1994-03-09,3055105.0
princetegawanogho,Prince Tega Wanogho,1997-11-22,
qadreeollison,Qadree Ollison,1996-09-08,3123944.0
quavianwhite,Quavian White,2000-06-12,
quincyroche,Quincy Roche,1998-02-10,4044145.0
qwuantrezzknight,Qwuantrezz Knight,1997-10-10,
rashaunhenry,Ra'Shaun Henry,1998-02-04,
randallcobb,Randall Cobb,1990-08-22,14053.0
randybullock,Randy Bullock,1989-12-16,15091.0
rashaadcoward,Rashaad Coward,1994-11-06,
rashadfenton,Rashad Fenton,1997-02-17,3924364.0
rashardlawrence,Rashard Lawrence,1998-08-27,4035452.0
rasheemgreen,Rasheem Green,1997-05-15,3912562.0
raywilborn,Ray Wilborn,1997-04-01,4361650.0
reidsinnett,Reid Sinnett,1997-02-05,3926936.0
renellwren,Renell Wren,1995-10-23,3128815.0
richardlecounte,Richard LeCounte,1998-09-11,4240686.0
richiejames,Richie James,1995-09-05,3122899.0
rickysealsjones,Ricky Seals-Jones,1995-03-15,3051806.0
rileyreiff,Riley Reiff,1988-12-01,
roderickjohnson,Roderick Johnson,1995-11-28,
rodgersaffold,Rodger Saffold,1988-06-06,
rodneyrandle,Rodney Randle,1997-02-27,
romeookwara,Romeo Okwara,1995-06-17,2980147.0
ronaldjones,Ronald Jones,1997-08-03,3912550.0
rosspierschbacher,Ross Pierschbacher,1995-05-05,
ryanconnelly,Ryan Connelly,1995-10-23,3121538.0
ryanjones,Ryan Jones,1999-08-20,
ryanswoboda,Ryan Swoboda,1998-09-19,
ryantannehill,Ryan Tannehill,1988-07-27,14876.0
salaaumavaelaulu,Sala Aumavae-Laulu,1999-05-25,
samtecklenburg,Sam Tecklenburg,1997-01-31,
samuelcosmi,Samuel Cosmi,1999-02-16,
scottnelson,Scott Nelson,1999-07-20,
seanchandler,Sean Chandler,1996-04-27,3138733.0
seanmannion,Sean Mannion,1992-04-25,2517017.0
sebastianjoseph,Sebastian Joseph,1995-03-21,3047495.0
shakatoney,Shaka Toney,1998-01-07,4045169.0
shaquilleleonard,Shaquille Leonard,1995-07-27,3056362.0
shaquillemason,Shaquille Mason,1993-08-28,
shismith,Shi Smith,1998-10-26,4259499.0
sidneyjones,Sidney Jones,1996-05-21,3127299.0
sonymichel,Sony Michel,1995-02-17,3128721.0
starlingthomas,Starling Thomas,2000-01-25,
stephenanderson,Stephen Anderson,1993-01-30,2576854.0
stephenjones,Stephen Jones,1999-06-06,
taecrowder,Tae Crowder,1997-03-12,3915171.0
taiwanjones,Taiwan Jones,1988-07-26,14167.0
tannermorgan,Tanner Morgan,1999-04-17,
tannervallejo,Tanner Vallejo,1994-12-16,3042895.0
tariqcarpenter,Tariq Carpenter,1998-12-28,
tariqwoolen,Tariq Woolen,1999-05-02,4245185.0
tautalapesefea,Tautala Pesefea,2000-06-25,
teeztabor,Teez Tabor,1995-12-31,3115257.0
terezhall,Terez Hall,1996-11-18,3924319.0
terrancemitchell,Terrance Mitchell,1992-05-17,16927.0
thakariuskeyes,Thakarius Keyes,1997-11-09,4040652.0
thyrickpitts,Thyrick Pitts,2001-04-08,
tiawanmullen,Tiawan Mullen,2000-07-12,
tomasilaulile,Tomasi Laulile,1995-05-22,
tommykraemer,Tommy Kraemer,1998-04-16,
traiturner,Trai Turner,1993-06-14,
travinhoward,Travin Howard,1996-05-10,3116424.0
trenixon,Tre Nixon,1998-01-26,4047648.0
trenorwood,Tre Norwood,1999-04-19,4241396.0
treviustomlinson,Tre'Vius Tomlinson,2000-01-10,
trentonbrown,Trenton Brown,1993-04-13,
trentonscott,Trenton Scott,1994-01-25,
trevoncoley,Trevon Coley,1994-07-13,2982880.0
treyflowers,Trey Flowers,1993-08-16,2574519.0
treyquinn,Trey Quinn,1995-12-07,3115365.0
trinitybenson,Trinity Benson,1997-01-16,4422214.0
troyapke,Troy Apke,1995-04-11,3116152.0
troyfumagalli,Troy Fumagalli,1995-02-17,3045264.0
tymontgomery,Ty Montgomery,1993-01-22,2577134.0
tyjonlindsey,Tyjon Lindsey,1999-01-07,
tylerkroft,Tyler Kroft,1992-10-15,2582410.0
tylerlancaster,Tyler Lancaster,1994-11-04,3045242.0
tylerlarsen,Tyler Larsen,1991-07-08,
tyrequejones,Tyreque Jones,1999-01-04,
tysonalualu,Tyson Alualu,1987-05-12,13233.0
ugochukwuamadi,Ugochukwu Amadi,1997-05-16,3886834.0
ulyseesgilbert,Ulysees Gilbert,1997-08-09,3920867.0
vernonbutler,Vernon Butler,1994-06-14,2971883.0
vyncintsmith,Vyncint Smith,1996-06-09,3155188.0
wesmartin,Wes Martin,1996-05-09,
williambradleyking,William Bradley-King,1997-12-22,
williamsherman,William Sherman,1999-05-27,
williesnead,Willie Snead,1992-10-17,17258.0
xaviermalone,Xavier Malone,2000-03-06,
yosuahnijman,Yosuah Nijman,1996-01-02,
zachcarter,Zach Carter,1999-04-07,4240619.0
zachmccloud,Zach McCloud,1998-04-22,
zacharythomas,Zachary Thomas,1998-05-26,
zekevandenburgh,Zeke Vandenburgh,1999-01-18,
zonovanknight,Zonovan Knight,2001-04-11,4427728.0
ajthomas,A.J. Thomas,1999-09-18,4240155.0
aaronbeasley,Aaron Beasley,2000-10-03,
aaroncasey,Aaron Casey,2000-06-12,
aarondonald,Aaron Donald,1991-05-23,16716.0
aaronrobinson,Aaron Robinson,1997-11-10,4040979.0
abdullahanderson,Abdullah Anderson,1996-01-24,3119119.0
abrahambeauplan,Abraham Beauplan,2000-02-03,
adetokunboogundeji,Adetokunbo Ogundeji,1998-10-09,4046693.0
adrianamos,Adrian Amos,1993-04-29,2582132.0
adriancolbert,Adrian Colbert,1993-10-06,2971699.0
ahmareanbrown,Ahmarean Brown,2000-12-19,
aidanrobbins,Aidan Robbins,2000-12-22,4430404.0
akeemdent,Akeem Dent,2000-01-26,
alblades,Al Blades Jr.,1999-10-24,
alberthuggins,Albert Huggins,1997-06-27,3728248.0
alecholler,Alec Holler,1999-07-19,
alecmock,Alec Mock,2002-03-30,
alexakingbulu,Alex Akingbulu,1997-12-28,
alexbarrett,Alex Barrett,1994-03-06,2976114.0
alexerickson,Alex Erickson,1992-11-06,2977800.0
alexgubner,Alex Gubner,1999-09-07,
alexhale,Alex Hale,1998-03-07,4361831.0
alexleatherwood,Alex Leatherwood,1999-01-05,
alexmcgough,Alex McGough,1995-11-19,3128843.0
allenrobinson,Allen Robinson,1993-08-24,16799.0
amarebarno,Amare Barno,1999-04-26,4568439.0
anderscarlson,Anders Carlson,1998-06-16,4242519.0
andersonhardy,Anderson Hardy,2000-02-03,
andrechachere,Andre Chachere,1996-02-10,3125287.0
andresmith,Andre Smith,1997-04-20,3895831.0
andrewdowell,Andrew Dowell,1996-11-16,3929818.0
andrewhayes,Andrew Hayes,2001-05-17,
andrewparker,Andrew Parker,2000-07-26,
andrewpeasley,Andrew Peasley,2000-01-06,4361607.0
andrewwhitaker,Andrew Whitaker,1999-01-16,
andyisabella,Andy Isabella,1996-11-18,3914328.0
angeloblackson,Angelo Blackson,1992-11-14,2574582.0
animdankwah,Anim Dankwah,2000-10-19,
anthonyaverett,Anthony Averett,1994-11-30,3054841.0
anthonybrown,Anthony Brown,1998-07-27,4035312.0
anthonyhines,Anthony Hines III,1999-01-15,
anthonymcfarland,Anthony McFarland,1998-03-04,4241941.0
anthonyschwartz,Anthony Schwartz,2000-09-05,4371986.0
antoinegreen,Antoine Green,1999-11-15,4373266.0
armanirogers,Armani Rogers,1997-12-04,4056052.0
armanitaylorprioleau,Armani Taylor-Prioleau,1997-04-21,
armonwatts,Armon Watts,1996-07-22,3128685.0
arnoldtarpley,Arnold Tarpley,1996-06-18,
austinbryant,Austin Bryant,1996-11-12,3728253.0
austinjones,Austin Jones,2001-02-07,4569330.0
austinmack,Austin Mack,1997-08-31,4040623.0
austinseibert,Austin Seibert,1996-11-15,3821683.0
austinstogner,Austin Stogner,2000-01-12,4426367.0
austinwatkins,Austin Watkins Jr.,1998-02-16,4363409.0
averyjones,Avery Jones,1999-10-20,
aviantecollins,Aviante Collins,1993-04-21,
ayirasante,Ayir Asante,2001-02-27,
ayooyelola,Ayo Oyelola,1998-10-19,
badaratraore,Badara Traore,1997-03-12,
benmason,Ben Mason,1999-05-25,4258190.0
benningpotoae,Benning Potoa'e,1996-09-17,3886826.0
bennysapp,Benny Sapp III,2000-06-27,
bernhardseikovits,Bernhard Seikovits,1997-07-24,
blakelarson,Blake Larson,2000-03-26,
bobauer,Bo Bauer,1999-12-11,
bobbymccain,Bobby McCain,1993-08-18,2575606.0
bostonscott,Boston Scott,1995-04-27,3051439.0
bradleeanae,Bradlee Anae,1998-10-17,4035660.0
bradybreeze,Brady Breeze,1997-10-09,4038944.0
bradylatham,Brady Latham,2000-09-30,
brandonbouyerrandle,Brandon Bouyer-Randle,1997-05-02,
brandonfacyson,Brandon Facyson,1994-09-08,3045458.0
brandonjoseph,Brandon Joseph,2001-02-05,
brandonmatterson,Brandon Matterson,1999-11-29,
brandonpowell,Brandon Powell,1995-09-12,3115255.0
brandonscherff,Brandon Scherff,1991-12-26,
bransondeen,Branson Deen,2000-02-12,
braydennarveson,Brayden Narveson,1999-09-28,4361765.0
breelandspeaks,Breeland Speaks,1995-12-18,3128740.0
breidenfehoko,Breiden Fehoko,1996-10-15,3674831.0
brentlaing,Brent Laing,1999-06-03,
brevinallen,Brevin Allen,2000-09-22,
brevineaston,Brevin Easton,2001-01-01,
brianallen,Brian Allen,1995-10-11,
briandooley,Brian Dooley,1999-12-18,
briasonmays,Briason Mays,2000-02-11,
brockmogensen,Brock Mogensen,2000-02-09,
bryanthompson,Bryan Thompson,1999-04-07,
bryantkoback,Bryant Koback,1998-04-06,
byronpringle,Byron Pringle,1993-11-17,4036416.0
byronvaughns,Byron Vaughns,2000-06-16,
